codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,
21206980,103,2017-08-29T07:00:00.000,1.3,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206990,103,2011-02-26T20:40:00.000,1.5,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21215150,103,2013-11-01T01:00:00.000,4.2,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21235030,103,2012-04-18T04:00:00.000,0.8,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21205525,103,2019-02-20T06:00:00.000,1.946,VILLA PINZON  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.229,-73.585,Velocidad Viento (10 min),m/s,
21115170,103,2017-11-12T00:10:00.000,1.8,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21215501,103,2018-05-24T05:25:00.000,0,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21215501,103,2018-04-22T17:40:00.000,1.067.316,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21215180,103,2016-03-19T23:00:00.000,2.4,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21015050,103,2017-07-23T06:20:00.000,1,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21197430,103,2013-08-17T21:50:00.000,3.02,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21206990,103,2010-12-31T01:10:00.000,1,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21115170,103,2010-06-16T12:30:00.000,3.2,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21206980,103,2018-04-29T12:00:00.000,2.2,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21215190,103,2008-03-18T08:40:00.000,2.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21185090,103,2018-02-08T18:10:00.000,0.4,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21115170,103,2014-12-03T07:00:00.000,3.6,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21206950,103,2018-10-27T00:00:00.000,2.4,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21206960,103,2009-11-21T06:00:00.000,1,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21206960,103,2012-09-24T01:40:00.000,1.2,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21206950,103,2013-04-25T04:20:00.000,1.2,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21185501,103,2017-10-25T19:20:00.000,0.02047701,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21015060,103,2017-09-06T03:00:00.000,0.1,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21205502,103,2017-09-12T21:20:00.000,2.151.236,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21206960,103,2009-07-14T06:50:00.000,1,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21235030,103,2012-02-12T13:40:00.000,2.8,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21206790,103,2018-10-24T05:00:00.000,0.8,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21195170,103,2016-10-10T13:30:00.000,3,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21206990,103,2016-04-15T07:00:00.000,2.7,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21085501,103,2018-09-29T10:40:00.000,0.6959811,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21206980,103,2005-12-16T17:40:00.000,5,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206960,103,2015-09-12T17:30:00.000,2.4,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21206790,103,2018-03-20T23:30:00.000,0.9,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21205012,103,2013-03-03T21:00:00.000,1.3,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21215150,103,2009-10-23T12:30:00.000,2.4,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21205509,103,2019-06-16T08:30:00.000,4.107,EL DESTINO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.397,-74.628,Velocidad Viento (10 min),m/s
21165502,103,2019-03-02T14:10:00.000,2.260.759,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955.641.667,-7.459.178.611,Velocidad Viento (10 min),m/s,
21055070,103,2012-12-21T02:00:00.000,0.7,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21185090,103,2019-01-27T21:10:00.000,1.3,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21235030,103,2012-10-28T05:10:00.000,1.1,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21255160,103,2018-05-15T08:50:00.000,0.6,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21255170,103,2016-05-14T20:20:00.000,0.3,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
23065506,103,2019-06-26T03:50:00.000,3.046,BELLAVISTA  - AUT,CUNDINAMARCA,FACATATIVA,ALTO MAGDALENA,4.861,-74.405,Velocidad Viento (10 min),m/s,
21206920,103,2013-04-29T15:20:00.000,5.8,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21195160,103,2008-05-05T01:10:00.000,0.8,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21235030,103,2017-01-19T10:40:00.000,1.6,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21055070,103,2015-07-28T00:20:00.000,0.8,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21115170,103,2006-11-16T18:30:00.000,2.1,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21015050,103,2018-04-07T21:00:00.000,1.7,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21015070,103,2018-07-30T20:10:00.000,1.8,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21115170,103,2013-01-26T12:20:00.000,3.5,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21215180,103,2009-02-11T09:40:00.000,1.2,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21215180,103,2008-09-13T00:30:00.000,4.1,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21185090,103,2011-04-04T17:30:00.000,2.5,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21195190,103,2015-03-24T18:20:00.000,0.5,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21206920,103,2015-06-13T03:20:00.000,5.2,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21206960,103,2015-08-29T10:40:00.000,4.4,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015070,103,2008-12-10T07:00:00.000,1.7,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21206960,103,2015-05-15T18:20:00.000,1.7,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21197430,103,2009-09-06T15:20:00.000,3.22,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21195170,103,2009-03-11T02:40:00.000,2.7,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21206930,103,2011-01-25T10:00:00.000,2.9,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21015060,103,2007-02-22T17:20:00.000,4.7,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21206980,103,2005-08-17T09:00:00.000,2.4,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21205523,103,2019-02-15T14:40:00.000,3.145,UNIVERSIDAD SANTO TOMÁS  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.788,-74.05,Velocidad Viento (10 min),m/s
21206920,103,2015-11-08T08:20:00.000,5.1,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21215180,103,2009-11-17T22:00:00.000,0.9,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21195190,103,2015-05-19T07:40:00.000,1.7,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21015040,103,2018-01-24T16:00:00.000,1.8,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21215150,103,2010-07-27T20:50:00.000,8.7,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21195170,103,2009-09-05T21:10:00.000,3.3,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21205502,103,2018-11-09T16:20:00.000,0.2616067,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21015502,103,2017-06-06T07:15:00.000,0.6999999,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21015502,103,2019-03-24T22:00:00.000,144.666,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21115170,103,2013-07-27T01:30:00.000,3.1,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21165501,103,2018-05-25T22:00:00.000,6.019.619,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21115180,103,2015-01-21T04:50:00.000,0.4,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21206600,103,2018-04-14T20:40:00.000,0.9,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21065501,103,2019-08-16T04:50:00.000,1.018.612,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325.552.778,-7.550.972.222,Velocidad Viento (10 min),m/s,
21015040,103,2008-12-27T05:20:00.000,0.6,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21255160,103,2006-05-20T08:20:00.000,1.4,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21055501,103,2017-11-04T19:30:00.000,0.2882657,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21215180,103,2012-12-03T04:20:00.000,1.3,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206960,103,2009-11-16T06:10:00.000,1.2,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21195501,103,2017-12-16T12:20:00.000,3.662.608,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21205516,103,2019-05-03T17:50:00.000,1.195,NEGRETE  - AUT,CUNDINAMARCA,PACHO,ALTO MAGDALENA,5.173,-73.852,Velocidad Viento (10 min),m/s,
21215190,103,2019-02-18T15:30:00.000,1.8,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21185501,103,2017-07-03T13:55:00.000,1.656.592,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21255501,103,2019-07-23T14:40:00.000,0.02674097,LA TRINIDAD  - AUT,TOLIMA,LIBANO,ALTO MAGDALENA,4.895,-75.04,Velocidad Viento (10 min),m/s,
21215150,103,2009-12-10T05:20:00.000,1.8,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21215150,103,2012-11-24T08:40:00.000,2.4,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21045501,103,2018-10-30T19:05:00.000,2.892.435,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041.941.667,-7.601.191.667,Velocidad Viento (10 min),m/s,
21215190,103,2010-07-02T04:10:00.000,2,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21185090,103,2017-09-02T21:40:00.000,0.4,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21215180,103,2009-01-01T03:10:00.000,0.8,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21195170,103,2012-01-14T13:30:00.000,3.3,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21215150,103,2016-11-13T22:00:00.000,2.4,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21215160,103,2015-10-23T22:20:00.000,1.2,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21197430,103,2018-04-19T16:30:00.000,4.59,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21205527,103,2018-12-23T03:00:00.000,2.23,ALTO DEL AIRE  - AUT,CUNDINAMARCA,CUCUNUBÁ,ALTO MAGDALENA,5.198,-73.805,Velocidad Viento (10 min),m/s,
21255160,103,2017-07-03T21:10:00.000,0.8,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21165501,103,2018-10-18T04:35:00.000,1.353.326,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537.155.556,-7.482.982.778,Velocidad Viento (10 min),m/s,
21206940,103,2011-08-28T00:30:00.000,1.5,CIUDAD BOLIVAR,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.577,-74.177,Velocidad Viento (10 min),m/s
21206920,103,2009-08-06T15:40:00.000,7.3,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21015040,103,2017-10-22T23:50:00.000,1.3,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21206790,103,2005-04-20T12:50:00.000,1.4,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21255501,103,2016-08-06T11:20:00.000,2.1,LA TRINIDAD  - AUT,TOLIMA,LIBANO,ALTO MAGDALENA,4.895,-75.04,Velocidad Viento (10 min),m/s,
21195190,103,2013-09-29T07:30:00.000,0.4,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21206950,103,2015-10-12T15:50:00.000,1.9,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZON,ALTO MAGDALENA,5.236.055.556,-7.352.508.333,Velocidad Viento (10 min),m/s,
21205710,103,2018-04-21T19:30:00.000,0.4,JARDIN BOTANICO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.669.333.333,-7.410.266.667,Velocidad Viento (10 min),m/s
21195170,103,2018-09-01T09:10:00.000,4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21197430,103,2008-08-16T18:20:00.000,0.79,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21185501,103,2019-06-12T12:55:00.000,0.008468667,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266.666.667,-7.528.305.556,Velocidad Viento (10 min),m/s,
21215160,103,2018-06-04T07:00:00.000,4.2,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21206920,103,2012-08-18T11:00:00.000,5.4,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21115180,103,2016-12-24T00:20:00.000,0.3,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21206990,103,2014-01-02T17:10:00.000,4.6,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21115180,103,2017-07-19T06:10:00.000,0.8,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21205522,103,2018-11-27T14:00:00.000,3.555,TABIO  - AUT,CUNDINAMARCA,TABIO,ALTO MAGDALENA,4.918,-74.029,Velocidad Viento (10 min),m/s,
21206930,103,2017-12-17T20:20:00.000,2.4,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.086.444.444,-7.402.216.667,Velocidad Viento (10 min),m/s,
21195120,103,2019-04-06T12:50:00.000,2.7,ITA VALSALICE  - AUT,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.395.777.778,-7.439.613.889,Velocidad Viento (10 min),m/s,
21015050,103,2018-07-02T19:40:00.000,0.8,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21195120,103,2019-04-05T15:50:00.000,1.4,ITA VALSALICE  - AUT,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.395.777.778,-7.439.613.889,Velocidad Viento (10 min),m/s,
21015040,103,2018-03-19T09:10:00.000,0.9,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21065501,103,2019-08-09T12:15:00.000,1.382.894,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325.552.778,-7.550.972.222,Velocidad Viento (10 min),m/s,
21215150,103,2009-07-14T15:10:00.000,9.2,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21206960,103,2010-02-07T00:10:00.000,1.9,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21205519,103,2019-06-17T23:10:00.000,1.843,SAN FORTUNATO  - AUT,CUNDINAMARCA,SIBATA,ALTO MAGDALENA,4.452,-74.272,Velocidad Viento (10 min),m/s,
21206980,103,2012-07-24T01:00:00.000,3,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206990,103,2005-09-22T08:00:00.000,2.5,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21206600,103,2018-04-28T02:10:00.000,2.5,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21255170,103,2014-05-08T16:40:00.000,1.3,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21185090,103,2007-07-30T08:00:00.000,0.6,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21115010,103,2006-10-01T13:10:00.000,2.3,DESIERTO TATACOA,HUILA,VILLAVIEJA,ALTO MAGDALENA,3.234,-75.168,Velocidad Viento (10 min),m/s,
21015070,103,2015-10-10T18:30:00.000,2.5,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21015501,103,2017-09-16T20:15:00.000,0.2738834,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777.527.778,-7.619.163.889,Velocidad Viento (10 min),m/s,
21255170,103,2010-04-28T02:00:00.000,1,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21165502,103,2019-04-19T12:00:00.000,0.976028,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955.641.667,-7.459.178.611,Velocidad Viento (10 min),m/s,
