codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida,
21215160,103,2007-05-14T17:30:00.000,0.4,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21206920,103,2009-03-23T12:20:00.000,4.8,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21195170,103,2018-09-08T18:10:00.000,3,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21206960,103,2013-11-11T06:20:00.000,2.6,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21255170,103,2014-09-18T23:30:00.000,1,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21035501,103,2017-11-05T21:25:00.000,1.368.271,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21215180,103,2015-03-06T16:00:00.000,2.4,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206600,103,2016-04-29T06:40:00.000,0.6,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21035501,103,2018-02-26T20:10:00.000,1.075.707,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21195501,103,2017-09-12T04:55:00.000,2.013.774,GRANJA TIBACUY  - AUT,CUNDINAMARCA,TIBACUY,ALTO MAGDALENA,4.363.052.778,-7.443.527.778,Velocidad Viento (10 min),m/s,
21205012,103,2018-01-02T20:40:00.000,0.5,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21205527,103,2019-03-12T06:10:00.000,1.553,ALTO DEL AIRE  - AUT,CUNDINAMARCA,CUCUNUBÁ,ALTO MAGDALENA,5.198,-73.805,Velocidad Viento (10 min),m/s,
21015060,103,2009-06-14T09:10:00.000,1.1,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21255170,103,2012-09-15T08:30:00.000,0.9,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21065501,103,2019-06-01T23:20:00.000,1.119.217,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325.552.778,-7.550.972.222,Velocidad Viento (10 min),m/s,
21205012,103,2018-04-18T12:40:00.000,3,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21205502,103,2018-08-04T08:25:00.000,0.8398619,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21195170,103,2018-01-09T22:20:00.000,1.4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21115170,103,2005-10-11T06:10:00.000,1.4,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21085501,103,2016-08-17T15:00:00.000,1.3,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21205012,103,2018-02-28T17:30:00.000,3.1,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21215180,103,2007-06-03T23:00:00.000,1.7,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21206960,103,2018-09-10T13:00:00.000,1.5,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21205012,103,2012-03-29T09:10:00.000,2.2,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21206990,103,2016-10-20T23:20:00.000,1.1,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21045501,103,2017-05-28T03:50:00.000,1.4,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041.941.667,-7.601.191.667,Velocidad Viento (10 min),m/s,
21215501,103,2017-12-23T04:55:00.000,0,ESPERANZA LA  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.45,-75.25,Velocidad Viento (10 min),m/s,
21206790,103,2005-06-08T05:30:00.000,0.4,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21015060,103,2017-01-22T15:00:00.000,4.5,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21206960,103,2017-08-01T01:30:00.000,1.6,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21235030,103,2014-05-21T02:10:00.000,1.3,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21206980,103,2018-03-25T00:40:00.000,0.8,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206990,103,2012-11-27T04:10:00.000,1.4,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21115170,103,2015-02-03T04:40:00.000,6.8,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21215180,103,2018-01-13T05:20:00.000,1.8,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21235030,103,2018-10-17T02:10:00.000,2.9,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21205012,103,2015-08-11T13:40:00.000,1.7,UNIVERSIDAD NACIONAL  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.638.083.333,-7.408.908.333,Velocidad Viento (10 min),m/s
21206790,103,2019-01-24T04:00:00.000,0.6,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21206600,103,2017-12-09T09:10:00.000,1.2,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21205516,103,2019-04-13T16:20:00.000,1.067,NEGRETE  - AUT,CUNDINAMARCA,PACHO,ALTO MAGDALENA,5.173,-73.852,Velocidad Viento (10 min),m/s,
21206920,103,2012-10-21T15:40:00.000,2.7,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21206790,103,2017-04-05T01:30:00.000,0.6,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21206940,103,2011-03-02T08:10:00.000,2.1,CIUDAD BOLIVAR,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.577,-74.177,Velocidad Viento (10 min),m/s
21197430,103,2007-06-29T01:10:00.000,3.3,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21015050,103,2019-07-22T21:20:00.000,0.7,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21206920,103,2010-10-13T04:20:00.000,7.2,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21015060,103,2013-11-17T11:40:00.000,1.9,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21206980,103,2016-03-12T04:10:00.000,1.7,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21205522,103,2019-08-27T18:30:00.000,2.968,TABIO  - AUT,CUNDINAMARCA,TABIO,ALTO MAGDALENA,4.918,-74.029,Velocidad Viento (10 min),m/s,
21205791,103,2017-03-03T19:00:00.000,4.9,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21185090,103,2013-09-01T01:50:00.000,0.8,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21015040,103,2016-04-30T05:50:00.000,1,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21255170,103,2016-05-31T11:40:00.000,0.7,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21185090,103,2008-07-25T15:50:00.000,2.6,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21015060,103,2017-01-25T07:30:00.000,1.2,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21015070,103,2019-02-15T13:50:00.000,2.8,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21206790,103,2015-07-08T01:20:00.000,0.8,HACIENDA SANTA ANA - AUT,CUNDINAMARCA,NEMOCON,ALTO MAGDALENA,50.905,-7.388.125,Velocidad Viento (10 min),m/s,
21206990,103,2014-11-21T10:40:00.000,1.6,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21205791,103,2018-02-12T14:20:00.000,4,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21205518,103,2019-04-12T15:30:00.000,4.147,SALITRE  - AUT,CUNDINAMARCA,TAUSA,ALTO MAGDALENA,5.171,-74.016,Velocidad Viento (10 min),m/s,
21235030,103,2018-02-04T12:00:00.000,1.6,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21115180,103,2017-06-11T01:20:00.000,1.3,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21195170,103,2007-08-26T00:50:00.000,2.1,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21255160,103,2012-09-23T17:40:00.000,1.1,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206600,103,2010-02-10T19:30:00.000,0,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21235030,103,2016-11-14T01:50:00.000,4.2,UNIVERSIDAD DE CUNDINAMARCA - AUT,CUNDINAMARCA,GIRARDOT,ALTO MAGDALENA,4.305.333.333,-7.480.811.111,Velocidad Viento (10 min),m/s,
21055501,103,2018-02-13T18:55:00.000,3.109.637,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21205524,103,2018-11-23T04:00:00.000,2.73,VETA LARGA  - AUT,CUNDINAMARCA,ZIPAQUIRA,ALTO MAGDALENA,5.075,-74.057,Velocidad Viento (10 min),m/s,
21255170,103,2012-09-22T10:30:00.000,2.6,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21205710,103,2017-11-20T16:30:00.000,1.2,JARDIN BOTANICO  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.669.333.333,-7.410.266.667,Velocidad Viento (10 min),m/s
21115170,103,2014-12-03T04:20:00.000,4.6,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21195190,103,2015-04-13T07:30:00.000,0.4,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21205791,103,2017-08-14T01:30:00.000,1.3,APTO EL DORADO - TX GPRS,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.706,-74.151,Velocidad Viento (10 min),m/s
21055501,103,2017-09-01T18:20:00.000,3.029.621,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21215190,103,2015-05-27T17:00:00.000,0.7,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21015502,103,2017-03-13T13:05:00.000,2.1,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21205940,103,2019-04-22T07:50:00.000,1.1,VILLA INES  - AUT,CUNDINAMARCA,FACATATIVA,ALTO MAGDALENA,4.834.972.222,-7.438.397.222,Velocidad Viento (10 min),m/s,
21197430,103,2007-05-18T21:40:00.000,0.82,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGA,ALTO MAGDALENA,4.367,-74.3,Velocidad Viento (10 min),m/s,
21255160,103,2019-01-02T13:50:00.000,7.8,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21015060,103,2018-01-29T18:20:00.000,1.2,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21215150,103,2014-01-16T02:10:00.000,2.4,NEVADO DEL TOLIMA  - AUT,TOLIMA,ANZOATEGUI,ALTO MAGDALENA,4.670.777.778,-7.532.777.778,Velocidad Viento (10 min),m/s,
21206980,103,2007-11-25T17:40:00.000,11.3,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21206920,103,2008-06-13T23:30:00.000,6.8,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21255160,103,2008-08-08T04:40:00.000,0.4,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206600,103,2016-11-13T10:40:00.000,1.7,NUEVA GENERACION  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.782.222.222,-7.409.433.333,Velocidad Viento (10 min),m/s
21195190,103,2008-07-23T23:40:00.000,2.3,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21015050,103,2009-02-16T08:30:00.000,1.1,PURACE  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.925.916.667,-7.642.755.556,Velocidad Viento (10 min),m/s,
21205511,103,2019-07-15T11:50:00.000,2.345,EL OKAL  - AUT,CUNDINAMARCA,VILLAGAMEZA,ALTO MAGDALENA,5.001,-73.733,Velocidad Viento (10 min),m/s,
21206980,103,2017-12-17T04:30:00.000,1.4,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21195190,103,2019-04-30T09:00:00.000,3.6,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21255160,103,2012-05-17T11:40:00.000,2.4,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206960,103,2017-09-30T21:10:00.000,1,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21035501,103,2017-10-19T06:35:00.000,0.008491846,ACEVEDO  - AUT,HUILA,ACEVEDO,ALTO MAGDALENA,1.763.191.667,-7.593.224.722,Velocidad Viento (10 min),m/s,
21205517,103,2019-05-27T13:00:00.000,2.906,PARQUE SOPO  - AUT,CUNDINAMARCA,SOPA,ALTO MAGDALENA,4.788,-74.05,Velocidad Viento (10 min),m/s,
21015070,103,2016-11-06T16:20:00.000,1.6,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21215180,103,2016-04-30T10:00:00.000,0.8,BATALLON ROOKE  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.418.388.889,-7.524.866.667,Velocidad Viento (10 min),m/s,
21115170,103,2009-07-09T09:50:00.000,5.2,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21255170,103,2018-09-28T13:20:00.000,1.7,MURILLO - AUT,TOLIMA,MURILLO,ALTO MAGDALENA,4.870.555.556,-7.517.327.778,Velocidad Viento (10 min),m/s,
21055501,103,2018-02-24T11:45:00.000,1.881.417,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21015060,103,2017-11-29T10:40:00.000,1.5,MARENGO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,2.221.111.111,-7.611.888.889,Velocidad Viento (10 min),m/s,
21215190,103,2016-11-01T06:40:00.000,1.7,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435.666.667,-7.550.036.111,Velocidad Viento (10 min),m/s,
21206960,103,2019-01-29T10:00:00.000,1.6,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21206920,103,2009-08-11T04:20:00.000,6.6,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21165502,103,2017-10-25T16:00:00.000,0.2469242,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955.641.667,-7.459.178.611,Velocidad Viento (10 min),m/s,
21205660,103,2019-07-23T21:10:00.000,1.3,MERCEDES - AUT,CUNDINAMARCA,ANAPOIMA,ALTO MAGDALENA,4.581.888.889,-7.452.661.111,Velocidad Viento (10 min),m/s,
21085501,103,2017-12-22T22:45:00.000,1.589.214,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762.997.222,-7.561.144.167,Velocidad Viento (10 min),m/s,
21055070,103,2012-11-13T03:30:00.000,1.5,INZA - AUT,CAUCA,INZA,ALTO MAGDALENA,2.548.194.444,-7.606.394.444,Velocidad Viento (10 min),m/s,
21185090,103,2013-10-30T19:10:00.000,3.4,NATAIMA - AUT,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188.138.889,-7.496.047.222,Velocidad Viento (10 min),m/s,
21055501,103,2019-03-11T00:20:00.000,1.086.026,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21015502,103,2017-10-18T13:50:00.000,1.954.632,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTIN,ALTO MAGDALENA,1.851.416.667,-7.630.433.056,Velocidad Viento (10 min),m/s,
21115010,103,2006-12-25T03:40:00.000,0.6,DESIERTO TATACOA,HUILA,VILLAVIEJA,ALTO MAGDALENA,3.234,-75.168,Velocidad Viento (10 min),m/s,
21115010,103,2008-01-15T20:00:00.000,1.3,DESIERTO TATACOA,HUILA,VILLAVIEJA,ALTO MAGDALENA,3.234,-75.168,Velocidad Viento (10 min),m/s,
21015040,103,2006-02-24T03:40:00.000,2,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021.583.333,-7.611.433.333,Velocidad Viento (10 min),m/s,
21206940,103,2013-02-21T17:40:00.000,2.8,CIUDAD BOLIVAR,BOGOTA D.C.,BOGOTA, D.C,ALTO MAGDALENA,4.577,-74.177,Velocidad Viento (10 min),m/s
21255160,103,2015-01-03T11:10:00.000,3.3,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21206960,103,2019-06-25T03:50:00.000,0.7,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21205502,103,2017-05-18T11:00:00.000,5.4,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544.997.222,-7.444.055.556,Velocidad Viento (10 min),m/s,
21206990,103,2016-07-03T07:00:00.000,0.3,TIBAITATA - AUT,CUNDINAMARCA,MOSQUERA,ALTO MAGDALENA,4.691.416.667,-74.209,Velocidad Viento (10 min),m/s,
21115170,103,2015-09-11T01:00:00.000,4,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21206920,103,2012-12-30T05:50:00.000,6,VILLA TERESA - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.35,-74.15,Velocidad Viento (10 min),m/s
21195190,103,2014-01-11T19:00:00.000,0.8,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21206960,103,2009-03-25T22:10:00.000,0.9,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21255160,103,2012-06-04T12:50:00.000,1.4,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21195190,103,2018-12-05T00:30:00.000,0.6,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21195190,103,2019-04-25T08:40:00.000,1.8,PASCA - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.310.111.111,-7.431.175,Velocidad Viento (10 min),m/s,
21205517,103,2019-03-17T15:50:00.000,3.052,PARQUE SOPO  - AUT,CUNDINAMARCA,SOPA,ALTO MAGDALENA,4.788,-74.05,Velocidad Viento (10 min),m/s,
21115170,103,2018-01-26T05:40:00.000,2,LA PLATA - AUT,HUILA,NEIVA,ALTO MAGDALENA,2.759.138.889,-7.507.455.556,Velocidad Viento (10 min),m/s,
21195170,103,2006-02-05T16:20:00.000,2.4,PAQUILO - AUT,CUNDINAMARCA,CABRERA,ALTO MAGDALENA,3.993.611.111,-7.439.805.556,Velocidad Viento (10 min),m/s,
21206960,103,2015-11-04T18:50:00.000,1.5,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21015070,103,2005-08-03T10:10:00.000,1.8,LOS GUACHAROS  - AUT,HUILA,PALESTINA,ALTO MAGDALENA,1.675.833,-76.106.841,Velocidad Viento (10 min),m/s,
21205501,103,2017-09-02T22:20:00.000,2.057.634,MESITAS DE SANTA INES  - AUT,CUNDINAMARCA,CACHIPAY,ALTO MAGDALENA,4.718.611.111,-7.445.527.778,Velocidad Viento (10 min),m/s,
21206960,103,2014-12-19T14:10:00.000,2.1,IDEAM BOGOTA  - AUT,BOGOTA,BOGOTA, D.C,ALTO MAGDALENA,4.6,-7.406.666.667,Velocidad Viento (10 min),m/s
21255160,103,2010-10-15T22:40:00.000,1,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760.722.222,-7.483.425,Velocidad Viento (10 min),m/s,
21215160,103,2013-07-04T09:50:00.000,2.5,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUE,ALTO MAGDALENA,4.470.361.111,-7.524.386.111,Velocidad Viento (10 min),m/s,
21206980,103,2018-08-25T15:10:00.000,4.5,SANTA CRUZ DE SIECHA  - AUT,CUNDINAMARCA,GUASCA,ALTO MAGDALENA,4.784.277.778,-7.387.080.556,Velocidad Viento (10 min),m/s,
21055501,103,2016-09-09T22:50:00.000,1.6,SIMON CAMPOS  - AUT,HUILA,LA PLATA,ALTO MAGDALENA,2.345.830.556,-7.587.805.556,Velocidad Viento (10 min),m/s,
21195160,103,2008-06-26T05:10:00.000,1.2,SUBIA,CUNDINAMARCA,SILVANIA,ALTO MAGDALENA,4.477,-74.384,Velocidad Viento (10 min),m/s,
21115180,103,2019-08-18T19:00:00.000,3.5,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
21115180,103,2015-04-03T00:50:00.000,1.5,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133.055.556,-7.508.152.778,Velocidad Viento (10 min),m/s,
